YEAR,MONTH,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION
1562,10,-38.7,-73.5,SOUTHERN CHILE,CHILE,Probable Tsunami,8,,3.5,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1546,1,32,35.5,GAZA - JAFFA,ISRAEL,Probable Tsunami,6.5,,3,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1495,9,35.1,139.5,"KAMAKURA, SAGAMI BAY, TOKAIDO",JAPAN,Definite Tsunami,7.1,,2,Limited (<$1 million),Many (~101 to 1000 people)
1481,5,36,28,ISLAND OF RHODES,GREECE,Definite Tsunami,7.1,,3,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1361,8,33,135,NANKAIDO,JAPAN,Definite Tsunami,8.4,,3,Extreme (~$25 million or more),Many (~101 to 1000 people)
1068,3,29.5,34.95,GULF OF AQABA,ISRAEL,Probable Tsunami,,,4,Extreme (~$25 million or more),Many (~101 to 1000 people)
887,8,33,135.3,NANKAIDO,JAPAN,Definite Tsunami,8.6,,3,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
869,7,38.5,143.8,SANRIKU,JAPAN,Definite Tsunami,8.6,,4,Extreme (~$25 million or more),Very Many (~1001 or more people)
684,11,32.5,134,NANKAIDO,JAPAN,Definite Tsunami,8.4,,1,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
-479,,39.7,23.3,NORTH AEGEAN,GREECE,Questionable Tsunami,7,,3,,Many (~101 to 1000 people)
-373,,38.25,22.25,CORINTHOS-PATRAS GULF,GREECE,Definite Tsunami,7.3,,5,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
365,7,35,23,CRETE,GREECE,Definite Tsunami,8,70,4,Extreme (~$25 million or more),Very Many (~1001 or more people)
1570,2,-36.75,-73,CENTRAL CHILE,CHILE,Probable Tsunami,8.3,,3,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1575,12,-39.8,-73.2,SOUTHERN CHILE,CHILE,Probable Tsunami,8.5,,2.5,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1605,2,33,134.9,NANKAIDO,JAPAN,Definite Tsunami,7.9,,3,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1611,12,39,144.5,SANRIKU,JAPAN,Definite Tsunami,8.1,,4,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1687,10,-13.5,-76.5,S. PERU,PERU,Definite Tsunami,8.5,30,3.5,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1692,6,17.8,-76.7,PORT ROYAL,JAMAICA,Definite Tsunami,7.7,,,,Very Many (~1001 or more people)
1703,12,34.7,139.8,OFF SW BOSO PENINSULA,JAPAN,Definite Tsunami,8.2,,3,Extreme (~$25 million or more),Very Many (~1001 or more people)
1707,10,33.2,134.8,NANKAIDO,JAPAN,Definite Tsunami,8.4,,4,Extreme (~$25 million or more),Very Many (~1001 or more people)
1746,10,-11.996,-77.198,CENTRAL PERU,PERU,Definite Tsunami,8,30,3.5,Extreme (~$25 million or more),Very Many (~1001 or more people)
1751,5,37.2,138.1,NW. HONSHU ISLAND,JAPAN,Definite Tsunami,6.6,,1,Extreme (~$25 million or more),Very Many (~1001 or more people)
1755,11,37,-10,LISBON,PORTUGAL,Definite Tsunami,8.5,,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1766,3,40.9,140.7,SANRIKU,JAPAN,Definite Tsunami,6.9,,1,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
887,8,37.5,138.1,NIIGATA,JAPAN,Probable Tsunami,6.5,,1,,Very Many (~1001 or more people)
1026,6,34.8,131.8,"OFF MASUDA, SHIMANE PREFECTURE",JAPAN,Probable Tsunami,7.5,,3,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1341,10,41,139.5,"JUSANKO, TSUGARU AOMORI PREFECTURE",JAPAN,Probable Tsunami,7,,2.5,,Very Many (~1001 or more people)
1674,2,-3.75,127.75,BANDA SEA,INDONESIA,Definite Tsunami,6.8,40,1.5,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1498,9,34,138.1,ENSHUNADA SEA,JAPAN,Definite Tsunami,8.3,,4,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
744,6,32.4,130.5,SW. KYUSHU ISLAND,JAPAN,Definite Tsunami,6.4,,2,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1765,5,23.12,113.25,SOUTH CHINA SEA,CHINA,Very Doubtful Tsunami,,,2,,Very Many (~1001 or more people)
1700,4,32.7,129.7,NAGASAKI PREFECTURE,JAPAN,Questionable Tsunami,,,2,Moderate (~$1 to $5 million),Very Many (~1001 or more people)
1741,8,41.5,139.37,W. HOKKAIDO ISLAND,JAPAN,Definite Tsunami,6.9,,2.5,Severe (~>$5 to $24 million),Very Many (~1001 or more people)
1770,12,14.6,120.98,W. LUZON ISLAND,PHILIPPINES,Very Doubtful Tsunami,,,0,Moderate (~$1 to $5 million),
1861,6,-6.3,107.3,JAVA,INDONESIA,Questionable Tsunami,,,1,Limited (<$1 million),
1856,3,-44,172,"S CANTERBURY PROVINCE, SOUTH ISLAND",NEW ZEALAND,Probable Tsunami,,,0.5,,
1867,8,-33.8,151.3,SYDNEY HARBOR,AUSTRALIA,Very Doubtful Tsunami,,,-1,,
1844,3,43.4,16.7,DUBROVNIK,CROATIA,Questionable Tsunami,,,2,,
1854,1,20.9,134.8,PHILIPPINE SEA,NORTHWEST PACIFIC OCEAN,Very Doubtful Tsunami,,,,,
1792,1,39,-28,AZORES,PORTUGAL,Questionable Tsunami,,,,Limited (<$1 million),
1856,7,54.6,-165,"UNIMAK ISLAND, AK",USA,Very Doubtful Tsunami,,,,,
1866,8,-33.8,151.3,SYDNEY HARBOR,AUSTRALIA,Very Doubtful Tsunami,,,-1,,
1798,12,43.566,4.183,FRANCE: AIGEUS-MORTES,FRANCE,Questionable Tsunami,,,,,
1792,5,52.37,4.53,NORTH SEA,HOLLAND,Very Doubtful Tsunami,,,,,
1819,,19.67,145.4,"ASUNCION ISLAND, N. MARIANA ISLANDS",USA TERRITORY,Questionable Tsunami,,,1,,
1843,9,42.6,18.1,DUBROVNIK,CROATIA,Questionable Tsunami,6.5,,4,,
1865,11,-12.08,-77,CENTRAL PERU,PERU,Very Doubtful Tsunami,,,1,Limited (<$1 million),
1789,,38,141,SANRIKU,JAPAN,Questionable Tsunami,,,,,
1865,7,54,-167,"UNALASKA ISLAND, AK",USA,Very Doubtful Tsunami,,,,,
1868,8,11.67,92.73,ANDAMAN ISLANDS,INDIA,Definite Tsunami,,,,Moderate (~$1 to $5 million),
1787,,38.5,-28,AZORES,PORTUGAL,Very Doubtful Tsunami,,,,,
1780,9,31.6,130.7,SW. KYUSHU ISLAND,JAPAN,Definite Tsunami,,,1,,
1839,2,-33.62,-76.83,CENTRAL CHILE,CHILE,Very Doubtful Tsunami,,,,,
1861,3,-3.7,128.2,BANDA SEA,INDONESIA,Questionable Tsunami,,,1,Limited (<$1 million),
1796,5,54,-167,"BOGOSLOF ISLAND, AK",USA,Very Doubtful Tsunami,,,,,
1854,12,16.8,-99.2,S. MEXICO,MEXICO,Very Doubtful Tsunami,,,,,
1866,3,36.404,25.396,THERA ISLAND (SANTORINI),GREECE,Probable Tsunami,6,,4,,
1851,5,-5,105,LAMPUNG BAY,INDONESIA,Probable Tsunami,,,1.5,,
1860,3,16.7,-99.2,S. MEXICO,MEXICO,Very Doubtful Tsunami,,,,,
1854,7,50.9,155.5,N. KURIL ISLANDS,RUSSIA,Definite Tsunami,,,,,
1850,7,39.5,142,SANRIKU,JAPAN,Very Doubtful Tsunami,,,0,,
1866,8,-33.8,151.3,SYDNEY HARBOR,AUSTRALIA,Very Doubtful Tsunami,,,-1,,
1850,,20.6,134.8,PHILIPPINE SEA,NORTHWEST PACIFIC OCEAN,Very Doubtful Tsunami,,,,,
1855,4,-9,121,FLORES ISLAND,INDONESIA,Probable Tsunami,,,1,Limited (<$1 million),
1837,10,7.5,146.5,CAROLINE ISLANDS,"MICRONESIA, FED. STATES OF",Questionable Tsunami,,,,Moderate (~$1 to $5 million),
1791,5,32.8,130.3,RYUKYU ISLANDS,JAPAN,Questionable Tsunami,,,2.5,Limited (<$1 million),
1829,5,41.1,24.3,CONSTANTINOPLE,TURKEY,Questionable Tsunami,7.3,,2,,
1853,10,24,121.83,E. TAIWAN-RYUKYU ISLANDS,TAIWAN,Very Doubtful Tsunami,,,,,
1843,2,15.933,-61.267,MARIE-GALANTE ISLAND,GUADELOUPE (FRENCH TERRITORY),Very Doubtful Tsunami,,,,,
1780,10,31.6,130.7,SW. KYUSHU ISLAND,JAPAN,Definite Tsunami,,,1,,
1866,2,38.3,26.2,"E. SPORADES ISLANDS, AEGEAN ISLANDS",GREECE,Questionable Tsunami,,,3,,
1797,11,31.6,130.7,SW. KYUSHU ISLAND,JAPAN,Definite Tsunami,,,,,
1859,12,1.37,125.1,N. MOLUCCAS ISLANDS,INDONESIA,Probable Tsunami,,,1,,
1866,9,-14.214,-169.59,"MANUA ISLANDS, AMERICAN SAMOA",USA TERRITORY,Very Doubtful Tsunami,,,,,
1777,11,62.366,17.333,SWEDEN: SUNDVAL,SWEDEN,Very Doubtful Tsunami,,,,,
1847,10,-31.61,-71.18,CENTRAL CHILE,CHILE,Questionable Tsunami,,,,,
1866,1,36.4,25.3,THERA ISLAND (SANTORINI),GREECE,Very Doubtful Tsunami,6.1,,,Moderate (~$1 to $5 million),
1865,3,26.2,127.5,RYUKYU ISLANDS,JAPAN,Very Doubtful Tsunami,,,0.5,,
1855,10,37.8,-122.4,N. CALIFORNIA,USA,Very Doubtful Tsunami,,,0,,
1830,9,14.55,120.9,W. LUZON ISLAND,PHILIPPINES,Event that only caused a seiche or disturbance in an inland river,,,1,,
1852,11,-3.7,128.2,"AMBON ISLAND, BANDA SEA",INDONESIA,Very Doubtful Tsunami,,,0,,
1799,,-12,-77,N. PERU,PERU,Questionable Tsunami,,,1,,
1869,4,-12.1,-77.1,PERU,PERU,Very Doubtful Tsunami,,,1,Severe (~>$5 to $24 million),
1855,8,-33,-71.7,CENTRAL CHILE,CHILE,Very Doubtful Tsunami,,,0,,
1842,11,24,89.25,BAY OF BENGAL:  NORTHERN END,BANGLADESH,Very Doubtful Tsunami,6,,,Limited (<$1 million),
1809,12,-33.88,18.45,CAPE OF GOOD HOPE,SOUTH AFRICA,Very Doubtful Tsunami,,,,,
1866,2,36,23,"S. COASTS PELOPONNESUS, GREECE",GREECE,Probable Tsunami,6,,4,,
1819,8,66.416,12.85,NORWAY:  RANA REGION: LUROY,NORWAY,Probable Tsunami,5.8,,,,
1840,1,-12.3,-77.3,CENTRAL PERU,PERU,Very Doubtful Tsunami,,40,0,,
1791,11,37.8,21,IONIAN SEA,GREECE,Questionable Tsunami,7,,3,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1792,,57,-152,"KODIAK ISLAND, AK",USA,Very Doubtful Tsunami,,,1,Limited (<$1 million),
1862,5,32.7,-117.2,S. CALIFORNIA,USA,Definite Tsunami,5.9,,,,
1856,2,37.5,-122.3,N. CALIFORNIA,USA,Probable Tsunami,5.5,,-1,Limited (<$1 million),
1868,8,10.7,-63.1,RIO CARIBE,VENEZUELA,Questionable Tsunami,8.5,,,,
1848,7,-17.9,-149.9,TAHITI,FRENCH POLYNESIA,Questionable Tsunami,,,0.5,Limited (<$1 million),
1827,8,53,158.5,KAMCHATKA,RUSSIA,Probable Tsunami,,,1.5,Limited (<$1 million),
1820,3,54.52,-164.65,"E. ALEUTIAN ISLANDS, AK",USA,Questionable Tsunami,,,0.5,,
1847,10,7.333,93.667,LITTLE NICOBAR ISLAND,INDIA,Probable Tsunami,,,,,
1854,9,0.8,127.4,N. MOLUCCAS ISLANDS,INDONESIA,Probable Tsunami,,,0.5,,
1818,11,-7,117,BALI SEA,INDONESIA,Questionable Tsunami,8.5,600,2,Moderate (~$1 to $5 million),
1868,8,16.8,-99.9,S. MEXICO,MEXICO,Probable Tsunami,,,,,
1857,7,34.8,138.3,TOKAIDO,JAPAN,Definite Tsunami,6.4,,,Limited (<$1 million),
1839,5,42.5,145,SE. HOKKAIDO ISLAND,JAPAN,Very Doubtful Tsunami,7.3,,1,,
1852,7,20,-75.8,SANTIAGO DE CUBA,CUBA,Questionable Tsunami,,,,Moderate (~$1 to $5 million),
1866,9,58,-152,"KODIAK ISLAND, AK",USA,Questionable Tsunami,,,,,
1862,3,14.5,121,W. LUZON ISLAND,PHILIPPINES,Very Doubtful Tsunami,6,,0.5,Limited (<$1 million),
1859,12,13.7,-89.8,EL SALVADOR,EL SALVADOR,Probable Tsunami,7,,1.5,Severe (~>$5 to $24 million),
1859,7,0.009,125.5,N. MOLUCCAS ISLANDS,INDONESIA,Definite Tsunami,7.3,,1.5,Moderate (~$1 to $5 million),
1851,5,-27.35,-70.35,NORTHERN CHILE,CHILE,Questionable Tsunami,7.2,,2,Severe (~>$5 to $24 million),
1845,6,23.583,68.367,RANN OF KUTCH,INDIA,Probable Tsunami,6.3,,,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1840,2,0.8,127.325,N. MOLUCCAS ISLANDS,INDONESIA,Questionable Tsunami,,,0.5,Moderate (~$1 to $5 million),
1828,5,32.6,129.9,AMAKUSA SEA,JAPAN,Definite Tsunami,6.4,,,,
1818,3,-4,101.5,"BENGKULU, SUMATRA",INDONESIA,Probable Tsunami,7,,1.5,Limited (<$1 million),
1859,12,0.9,124.9,N. MOLUCCAS ISLANDS,INDONESIA,Questionable Tsunami,,,0,,
1860,8,1.3,121,SULAWESI-N. MOLUCCAS ISLANDS,INDONESIA,Very Doubtful Tsunami,,,0,,
1852,11,32.5,-115.5,N. MEXICO,MEXICO,Probable Tsunami,7,,1,,
1834,2,43.3,141.4,W. HOKKAIDO ISLAND,JAPAN,Definite Tsunami,6.4,,1,Limited (<$1 million),
1863,9,44.6,141.5,NW. HOKKAIDO ISLAND,JAPAN,Probable Tsunami,6.4,,0,,
1855,11,34.5,137.6,ENSHUNADA,JAPAN,Definite Tsunami,7,,,Limited (<$1 million),
1811,11,-33,-71.4,CENTRAL CHILE,CHILE,Questionable Tsunami,,,2,,
1869,2,-39.9,-73.4,SOUTHERN CHILE,CHILE,Questionable Tsunami,,,,,
1869,1,-36.6,-73,CENTRAL CHILE,CHILE,Questionable Tsunami,,,,,
1868,10,-33.1,-71.7,CENTRAL CHILE,CHILE,Questionable Tsunami,,,0.5,,
1868,10,-17,-72.5,S. PERU,PERU,Questionable Tsunami,,,0.5,Limited (<$1 million),
1868,9,-36.7,-73.2,CENTRAL CHILE,CHILE,Questionable Tsunami,,,0.5,,
1868,5,16.8,-99.2,S. MEXICO,MEXICO,Questionable Tsunami,,,,,
1868,5,55,-161,"SHUMAGIN ISLANDS, AK",USA,Questionable Tsunami,,,2.5,,
1868,3,18.1,-65.1,VIRGIN ISLANDS,USA TERRITORY,Probable Tsunami,,,,,
1867,9,10.9,-64.1,ISLA DE MARGARITA,VENEZUELA,Very Doubtful Tsunami,7.5,,,,
1865,11,-19.5,-173.5,TONGA ISLANDS,TONGA,Definite Tsunami,8,,3,Limited (<$1 million),
1863,8,-19,168.5,VANUATU ISLANDS,VANUATU,Questionable Tsunami,7.5,,1,,Many (~101 to 1000 people)
1863,3,-6.1,106.7,JAVA,INDONESIA,Very Doubtful Tsunami,,,0,,
1861,10,38.5,142,OFF MIYAGI,JAPAN,Definite Tsunami,7.4,,2,Moderate (~$1 to $5 million),
1861,9,-1.5,100,SW. SUMATRA,INDONESIA,Probable Tsunami,6.5,,1.5,Limited (<$1 million),
1861,6,1,97.5,SW. SUMATRA,INDONESIA,Probable Tsunami,6.8,,0.5,,
1861,4,1,97.5,SW. SUMATRA,INDONESIA,Definite Tsunami,7,70,1.5,,
1860,10,-1.25,128.5,CERAM SEA,INDONESIA,Probable Tsunami,,,0,,
1860,4,-12.1,-77.1,CENTRAL PERU,PERU,Probable Tsunami,,,0,Severe (~>$5 to $24 million),
1860,4,18.52,-73.35,ANSE-A-VEAU,HAITI,Definite Tsunami,7.5,,,,
1859,9,-5.5,130.5,BANDA SEA,INDONESIA,Questionable Tsunami,6.8,,0.5,,
1859,8,13.33,-87.81,EL SALVADOR,EL SALVADOR,Probable Tsunami,6.2,,1.5,Limited (<$1 million),
1859,7,-4.6,129.9,"LONTOR ISLAND, BANDA SEA",INDONESIA,Probable Tsunami,,,0,,
1859,6,1,126.5,N. MOLUCCAS ISLANDS,INDONESIA,Definite Tsunami,7,,3,,
1858,12,1,126,N. MOLUCCAS ISLANDS,INDONESIA,Questionable Tsunami,7.3,,1.5,Severe (~>$5 to $24 million),
1858,9,26.2,127.5,RYUKYU ISLANDS,JAPAN,Very Doubtful Tsunami,,,,,
1858,4,-30,-71.4,CENTRAL CHILE,CHILE,Questionable Tsunami,6.5,,1,,Few (~1 to 50 people)
1857,11,1.35,125.2,"KEMA, SULAWESI I, N. MOLUCCAS IS",INDONESIA,Questionable Tsunami,,,0,,
1857,11,1.35,125.2,"KEMA, SULAWESI I, N. MOLUCCAS IS",INDONESIA,Probable Tsunami,,,1.5,Moderate (~$1 to $5 million),
1857,5,-8,115.5,BALI SEA,INDONESIA,Definite Tsunami,7,50,2,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1857,9,40.2,29,MARMARA SEA,TURKEY,Event that only caused a seiche or disturbance in an inland river,,,,Limited (<$1 million),
1856,7,-8.5,116,JAVA-FLORES SEA,INDONESIA,Questionable Tsunami,,,0,,
1855,9,15.91,-85.96,TRUJILLO,HONDURAS,Very Doubtful Tsunami,,,,,
1855,3,40.75,-124.2,N. CALIFORNIA,USA,Very Doubtful Tsunami,6,,0,,
1854,10,37.8,-122.4,N. CALIFORNIA,USA,Questionable Tsunami,,,0,,
1854,8,8.5,-83,COSTA RICA-PANAMA,COSTA RICA,Questionable Tsunami,7.2,,1.5,Severe (~>$5 to $24 million),
1854,8,8.5,-83,COSTA RICA-PANAMA,COSTA RICA,Questionable Tsunami,7.2,,1.5,,
1854,5,34.4,-119.7,S. CALIFORNIA,USA,Very Doubtful Tsunami,,,0,,
1854,1,57,-152,"KODIAK ISLAND, AK",USA,Probable Tsunami,,,0.5,,
1854,1,-3.5,128.6,BANDA SEA,INDONESIA,Questionable Tsunami,6,,0,,
1853,12,-21.167,-175.167,TONGATAPU ISLAND,TONGA,Very Doubtful Tsunami,,,,,
1853,11,47,152,S. KURIL ISLANDS,RUSSIA,Very Doubtful Tsunami,,,2,,
1852,12,17,-100,S. MEXICO,MEXICO,Questionable Tsunami,7,,0,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1852,11,-12.1,-77.1,PERU,PERU,Very Doubtful Tsunami,,,,,
1824,11,14.4,-61,SAINT PIERRE,MARTINIQUE (FRENCH TERRITORY),Questionable Tsunami,,,,,
1823,11,14.4,-61,SAINT PIERRE,MARTINIQUE (FRENCH TERRITORY),Definite Tsunami,,,,,
1823,9,-6.5,108.5,JAVA,INDONESIA,Questionable Tsunami,6.8,150,-1.5,,
1816,5,5,96.5,MALACCA STRAIT,INDONESIA,Questionable Tsunami,,,0,,
1814,,-10.217,123.633,TIMOR ISLAND,INDONESIA,Questionable Tsunami,,,0,Severe (~>$5 to $24 million),
1852,11,1.5,98,"SIBOLGA, SUMATRA",INDONESIA,Very Doubtful Tsunami,6.8,,0,,
1851,5,37.8,-122.4,N. CALIFORNIA,USA,Very Doubtful Tsunami,,,,,
1849,9,55,166,KAMCHATKA,RUSSIA,Definite Tsunami,,,,Limited (<$1 million),
1848,10,-41.9,173.6,COOK STRAIT,NEW ZEALAND,Very Doubtful Tsunami,7.9,,0.5,Limited (<$1 million),
1847,5,-12.1,-77.1,CENTRAL PERU,PERU,Questionable Tsunami,,,1.5,Limited (<$1 million),
1846,3,39.5,142.5,SANRIKU,JAPAN,Definite Tsunami,6.9,,1,,
1846,1,2,126.5,"TERNATE ISLAND, N. MOLUCCAS ISLANDS",INDONESIA,Definite Tsunami,7.3,,0.5,,
1845,7,-39.93,175.05,N. NEW ZEALAND,NEW ZEALAND,Very Doubtful Tsunami,,,0.5,,
1843,2,-7.2,114,BALI SEA,INDONESIA,Very Doubtful Tsunami,6,,0,,
1843,1,1.5,98,SW. SUMATRA,INDONESIA,Definite Tsunami,7.3,70,2,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1841,12,-4,127.5,BANDA SEA,INDONESIA,Probable Tsunami,6,,1.5,Moderate (~$1 to $5 million),
1841,11,-5,130,MOLUCCAS ISLANDS,INDONESIA,Probable Tsunami,,,1.5,,
1838,5,-36.7,-73.1,CENTRAL CHILE,CHILE,Questionable Tsunami,,,,,
1837,9,5.5,96,BANDA ACEH,INDONESIA,Questionable Tsunami,7.3,100,0.5,Moderate (~$1 to $5 million),
1836,11,-8.3,118.7,FLORES SEA,INDONESIA,Questionable Tsunami,7.5,,0.5,Limited (<$1 million),
1836,7,-22.6,-70.3,NORTHERN CHILE,CHILE,Questionable Tsunami,7.5,,1,,
1836,3,-8.3,118.7,FLORES SEA,INDONESIA,Questionable Tsunami,,,0.5,,
1834,3,16.8,-99.9,S. MEXICO,MEXICO,Very Doubtful Tsunami,7,,0,Limited (<$1 million),
1833,3,16.8,-99.9,S. MEXICO,MEXICO,Probable Tsunami,,,0.5,,
1831,12,12.4,-61.5,TRINIDAD & ST. CHRISTOPHER,TRINIDAD AND TOBAGO,Very Doubtful Tsunami,,,,,
1808,8,33.9,134.8,"E. AWA, TOKUSHIMA PREFECTURE",JAPAN,Definite Tsunami,6.5,,0.5,,
1802,8,-3.7,128.2,BANDA SEA,INDONESIA,Questionable Tsunami,,,1.5,Moderate (~$1 to $5 million),
1802,3,17.2,-62.4,ANTIGUA ISLAND & ST. CHRISTOPHER,ANTIGUA AND BARBUDA,Questionable Tsunami,,,,,
1787,10,18.47,-77.92,MONTEGO BAY,JAMAICA,Very Doubtful Tsunami,,,,,
1798,2,10.2,-82.9,MATINA,COSTA RICA,Questionable Tsunami,,,,,
1791,4,56,163,KAMCHATKA,RUSSIA,Very Doubtful Tsunami,6.8,20,,,
1787,4,15.5,-97,SAN MARCOS,MEXICO,Questionable Tsunami,7.3,,1,Moderate (~$1 to $5 million),
1775,12,19,-72.4,HAITI & DOMINICAN REPUBLIC,HAITI,Questionable Tsunami,,,,Severe (~>$5 to $24 million),
1775,4,-3.7,128.2,AMBON ISLAND,INDONESIA,Probable Tsunami,,,0,Limited (<$1 million),
1770,6,18.5,-72.3,PORT-AU-PRINCE,HAITI,Definite Tsunami,,,,,
1868,10,37.7,-122.1,N. CALIFORNIA,USA,Probable Tsunami,6.8,,0.5,Limited (<$1 million),Few (~1 to 50 people)
1866,3,40.4,19.5,ALBANIAN COASTS,ALBANIA,Probable Tsunami,6.3,,3,Limited (<$1 million),Few (~1 to 50 people)
1866,1,40.3,19.4,ALBANIAN COASTS,ALBANIA,Questionable Tsunami,6.5,,4,,Some (~51 to 100 people)
1865,10,13.25,123.5,PHILIPPINES,PHILIPPINES,Questionable Tsunami,6,,0,Moderate (~$1 to $5 million),
1865,10,37.2,-121.9,N. CALIFORNIA,USA,Probable Tsunami,6.3,,0.5,Limited (<$1 million),
1861,12,38.2,22.2,CORINTH GULF,GREECE,Definite Tsunami,7.3,,4,Moderate (~$1 to $5 million),
1859,10,-27.35,-70.35,NORTHERN CHILE,CHILE,Definite Tsunami,7.6,,2.5,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1856,11,38.5,26.25,"CHIOS ISLAND, AEGEAN ISLANDS",GREECE,Probable Tsunami,6.6,,3,Moderate (~$1 to $5 million),Some (~51 to 100 people)
1856,10,35.5,26,CRETE,GREECE,Questionable Tsunami,8.3,,3,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1855,11,35.65,139.8,TOKAIDO,JAPAN,Definite Tsunami,7,,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1855,7,34.1,-118.1,S. CALIFORNIA,USA,Probable Tsunami,6,,0,Moderate (~$1 to $5 million),
1855,1,-41.25,175,NORTHERN ISLAND,NEW ZEALAND,Probable Tsunami,8,,3,Severe (~>$5 to $24 million),
1853,8,38.25,23.5,CENTRAL GREECE (EVOIKOS GULF),GREECE,Probable Tsunami,,,3,Moderate (~$1 to $5 million),Few (~1 to 50 people)
1853,7,10.5,-64.2,CUMANA,VENEZUELA,Definite Tsunami,6.7,,,Severe (~>$5 to $24 million),Many (~101 to 1000 people)
1852,9,14,120.5,W. LUZON ISLAND,PHILIPPINES,Questionable Tsunami,7.5,,1.5,Severe (~>$5 to $24 million),Few (~1 to 50 people)
1851,10,40.5,19.7,ALBANIAN COASTS,ALBANIA,Questionable Tsunami,6.6,,3,Extreme (~$25 million or more),Very Many (~1001 or more people)
1851,2,35.5,28.7,"FETIYE, ASIA MINOR",TURKEY,Probable Tsunami,7.2,,3,,
1849,11,-29.95,-71.37,CENTRAL CHILE,CHILE,Definite Tsunami,7.5,,2.5,Limited (<$1 million),Few (~1 to 50 people)
1845,4,17,-100.6,S. MEXICO,MEXICO,Probable Tsunami,8,,1.5,Moderate (~$1 to $5 million),
1845,2,1.5,124.85,CELEBES SEA,INDONESIA,Probable Tsunami,7,,0,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1843,10,36.3,27.6,ISLAND OF CHALKI,GREECE,Questionable Tsunami,6.5,,4,,
1843,7,-39.9,175,NEW ZEALAND,NEW ZEALAND,Questionable Tsunami,7.5,,,,
1843,2,16.5,-62.2,POINTE-A-PITRE,GUADELOUPE (FRENCH TERRITORY),Definite Tsunami,8.3,33,,Extreme (~$25 million or more),Very Many (~1001 or more people)
1841,5,52,158,KAMCHATKA,RUSSIA,Definite Tsunami,8.4,30,3,Moderate (~$1 to $5 million),
1840,1,-8,110.5,JAVA,INDONESIA,Questionable Tsunami,7,150,0,Severe (~>$5 to $24 million),
1837,1,33,35.5,ISRAEL and SYRIAN COASTS,ISRAEL,Probable Tsunami,,,4,,
1833,1,40.4,19.9,ALBANIA,ALBANIA,Questionable Tsunami,6.4,,4,Moderate (~$1 to $5 million),
1830,1,14.55,120.9,W. LUZON ISLAND,PHILIPPINES,Event that only caused a seiche or disturbance in an inland river,,,,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1828,11,14.55,120.9,W. LUZON ISLAND,PHILIPPINES,Very Doubtful Tsunami,7.5,,0.5,Limited (<$1 million),
1825,9,10.4,-61.3,PORT-OF-SPAIN,TRINIDAD AND TOBAGO,Questionable Tsunami,,,,,
1825,2,11.1,-74.1,SANTA MARTA,COLOMBIA,Very Doubtful Tsunami,6.3,,,,
1825,1,38.8,20.7,IONIAN SEA,GREECE,Very Doubtful Tsunami,6.8,,3,Severe (~>$5 to $24 million),Some (~51 to 100 people)
1824,10,14.25,121.25,W. LUZON ISLAND,PHILIPPINES,Very Doubtful Tsunami,,,1,Moderate (~$1 to $5 million),Many (~101 to 1000 people)
1822,11,-33,-72,CENTRAL CHILE,CHILE,Definite Tsunami,8.5,,2,Extreme (~$25 million or more),Many (~101 to 1000 people)
1822,5,10.1,-83.3,MATINA,COSTA RICA,Questionable Tsunami,7.6,,,,
1821,1,37.8,21.3,IONIAN SEA,GREECE,Definite Tsunami,6.5,,,,
1820,5,17.2,-99.6,S. MEXICO,MEXICO,Definite Tsunami,7.6,,1.5,Severe (~>$5 to $24 million),
1819,6,23,71,KUTCH,INDIA,Probable Tsunami,7.7,,,Extreme (~$25 million or more),Very Many (~1001 or more people)
