Year,Entity,Number of people affected from drought,Number of people left homeless from drought,Reconstruction costs from drought,Insured damages against drought,Total economic damages from drought,Number of people left homeless from earthquakes,Number of total people affected by earthquakes,Reconstruction costs from earthquakes,Insured damages against earthquakes,Total economic damages from earthquakes,Number of people affected by volcanic activity,Number of people left homeless from volcanic activity,Number of total people affected by volcanic activity,Reconstruction costs from volcanic activity,Insured damages against volcanic activity,Total economic damages from volcanic activity,Number of people left homeless from floods,Number of total people affected by floods,Reconstruction costs from floods,Insured damages against floods,Total economic damages from floods,"Number of people affected by mass movements per 100,000",Number of people left homeless from storms,Number of total people affected by storms,Reconstruction costs from storms,Insured damages against storms,Total economic damages from storms,Number of people left homeless from landslides,Number of total people affected by landslides,Reconstruction costs from landslides,Insured damages against landslides,Total economic damages from landslides,Number of people left homeless from wildfires,Number of total people affected by wildfires,Reconstruction costs from wildfires,Insured damages against wildfires,Total economic damages from wildfires,Total economic damages from disasters as a share of GDP,Total economic damages from drought as a share of GDP,Total economic damages from earthquakes as a share of GDP,Total economic damages from extreme temperatures as a share of GDP,Total economic damages from floods as a share of GDP,Total economic damages from landslides as a share of GDP,Total economic damages from storms as a share of GDP,Total economic damages from volcanic activity as a share of GDP
1990,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23300,302460.2,0,0,3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046538815,0,0,0,0.046538815,0,0,0
2000,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,69637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,126732,0,0,1200,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002526374,0,0,0,0.002526374,0,0,0
1900,Greece,0,0,,,,0,162,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Greece,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Greece,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Greece,0,0,,,,1231.8,2264.1,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Greece,0,0,,,,3622,4639.5,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Greece,0,0,,,,14024.2,16815.9,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Greece,0,0,0,0,0,360,8082.7,0,0,3160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037340256,0,0.037340256,0,0,0,0,0
1970,Greece,0,0,0,0,0,0,60010,0,0,25000,0,0,0,0,0,0,0,160,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064211279,0,0.056471391,0,0.007739888,0,0,0
1980,Greece,0,0,0,0,0,0,12667.9,0,0,165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,0,0,0,20,0,0,0,0.358261865,0,0.304951075,0,0,0,0.05331079,0
1990,Greece,0,0,0,0,100000,640.8,14778.1,0,20,507270,0,0,0,0,0,0,0,190,0,0,59770,0,0,0,0,0,0,0,0,0,0,0,30,231.4,0,0,67500,0.556014415,0.102154341,0.358409572,0,0.048714412,0,0,0
2000,Greece,0,0,0,0,0,0,482.5,0,0,0,0,0,0,0,0,0,0,1218,0,0,60565.9,0,0,61.2,0,0,34000,0,0,0,0,0,415,654.5,0,0,175000,0.099233109,0,0,0.000230532,0.029921198,0,0.01413598,0
2010,Greece,0,0,0,0,0,0,7787.6,0,800,62800,0,0,0,0,0,0,0,707.4,0,0,5600,0,0,12.3,0,0,0,0,0,0,0,0,0,471.8,0,0,0,0.029595489,0,0.0266899,0,0.002905589,0,0,0
1960,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,0,0.477906056,0,0,0,0,0,0.477906056,0
1990,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,550,0,0,0,0,0,0,0,0,0,0,0.114105666,0,0,0,0,0,0.114105666,0
2000,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,88900,0,0,0,0,0,0,0,0,0,0,14.83846455,0,0,0,0,0,14.83846455,0
2010,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,Guadeloupe,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Guadeloupe,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Guadeloupe,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Guadeloupe,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Guadeloupe,0,0,0,0,0,0,0,0,0,0,7500,0,7500.3,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1108.4,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,89.9,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Guadeloupe,0,0,0,0,0,4,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000.2,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.2,50.2,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Guam,0,0,0,0,0,0,7.1,0,5000,12000,0,0,0,0,0,0,0,0,0,0,0,0,1000,1196.2,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1544.4,0,0,13100,0,0,0,0,0,0,0,0,0,0,0.385613522,0,0,0,0,0,0.385613522,0
1900,Guatemala,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Guatemala,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Guatemala,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Guatemala,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Guatemala,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Guatemala,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0,1500,0,0,0,0,0,0,0,0,0,0,0.087443167,0,0,0,0,0,0.087443167,0
1970,Guatemala,0,0,0,0,0,116600,499504,0,0,100000,0,0,0,0,0,0,0,100,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.300523852,0,2.290793197,0,0.009730655,0,0,0
1980,Guatemala,7300,0,0,0,0,505,955,0,0,0,950,0,953.5,0,0,0,0,3277.1,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11471837,0,0,0,0.11471837,0,0,0
1990,Guatemala,0,0,0,0,1000,3.5,2417,0,0,0,634.3,0,634.3,0,0,0,402,1405.8,0,0,100,0,0,10570,0,0,74850,0,0.8,0,0,0,0,0,0,0,0,0.394223748,0.00770224,0,0,0.000545899,0,0.385975609,0
2000,Guatemala,261359.6,0,0,0,1400,0,15.2,0,0,5,80,0,80,0,0,0,25,31192.2,0,0,0,1.422883487,0,48716.5,0,0,98850,46,322.9,0,0,0,0,0,0,0,0,0.376732192,0.007606544,0.0000272,0,0,0,0.369098481,0
2010,Guatemala,306648.5,0,0,0,14466.9,991.1,142109.8,0,0,21200,172618.7,0,172621.4,0,0,0,0,72273.8,0,0,6191.3,0,41.3,57906.3,97500,0,65000,5064,5185.4,0,0,50500,0,0,0,0,0,0.362839048,0.023386975,0.042721248,0,0.013207793,0.123725339,0.159797693,0
1980,Guinea,0,0,0,0,0,0,2143.6,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28608.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.7,77.7,0,0,0,0,0,0,0,0,0,0,0
2010,Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,11219,0,0,0,0,0,0,0,0,0,0,49.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,Guinea-Bissau,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Guinea-Bissau,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Guinea-Bissau,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Guinea-Bissau,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Guinea-Bissau,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,370.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2,0,0,0,0,0,0,0,0,30,150,0,0,0,0,0,0,0,0,0,0,0
2000,Guinea-Bissau,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5679.2,0,0,0,0,0,1154.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007090941,0,0,0,0.007090941,0,0,0
1980,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Guyana,60720,0,0,0,2900,0,0,0,0,0,0,0,0,0,0,0,1000,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387111582,0.387111582,0,0,0,0,0,0
2000,Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40977.4,0,0,63410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34853035,0,0,0,6.34853035,0,0,0
2010,Guyana,0,0,0,0,1470,0,0,0,0,0,0,0,0,0,0,0,0,20227.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042820772,0.042820772,0,0,0,0,0,0
1900,Haiti,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Haiti,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Haiti,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Haiti,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Haiti,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Haiti,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,25000,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Haiti,21021.7,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14788.1,0,0,21000,0,0,0,0,0,0,0,0,0,0,6.980791049,0.027176217,0,0,0,0,6.953614832,0
1970,Haiti,95700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,95.9,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02577957,0,0,0,0.02577957,0,0,0
1980,Haiti,10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,18160.1,0,0,0,0,83500,203500,0,0,49128.6,100,106,0,0,0,0,0,0,0,0,3.239820492,0,0,0,0,0,3.239820492,0
1990,Haiti,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,509,0,0,0,0,8711.5,159914.4,0,0,23010,0,0,0,0,0,0,0,0,0,0,0.714380629,0,0,0,0,0,0.714380629,0
2000,Haiti,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3927.9,39474.3,0,0,100,0,1717.3,72683.4,0,0,10152,0,0,0,0,0,0,0,0,0,0,0.158224137,0,0,0,0.001637501,0,0.156586637,0
2010,Haiti,460000,0,0,0,8600,0,373933.6,1150000,20000,800000,0,0,0,0,0,0,3653.7,31053.5,0,0,200,0,3583.6,243354.3,0,16.2,225400,0,0,0,0,0,0,0,0,0,0,8.566809413,0.062562105,6.86013045,0,0.001457379,0,1.642659479,0
1900,High income,0,0,,,,13585.2,29009.7,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,High income,0,0,,,,637.8,648.3,,,,0,0,0,,,,0,0,,,,0,250,270,,,,0,2.2,,,,20,20,,,,,,,,,,,
1920,High income,0,0,,,,5719.8,29368.9,,,,0,0,0,,,,0,600,,,,0,0,0,,,,0,0,,,,1100,1100,,,,,,,,,,,
1930,High income,2500,0,,,,27891.6,38867.3,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,390,390,,,,,,,,,,,
1940,High income,0,0,,,,48334.2,50814,,,,0,1400,1400,,,,0,0,,,,0,0,248999.1,,,,0,0,,,,210,210,,,,,,,,,,,
1950,High income,0,0,,,,15526.1,18475.4,,,,2.9,0,2.9,,,,17750,304838.4,,,,0,0,319087.7,,,,546.6,584.6,,,,0,0,,,,,,,,,,,
1960,High income,292000,0,0,0,65500,5802,230019,0,500,294726.9,200,0,200,0,0,0,142051.6,681335,0,0,353180,0,4887.1,38006.6,0,0,532386.3,0,15.1,0,0,0,80,490,0,0,6950,0.0882791,0.003787528,0.024342,0,0.022751991,0,0.036993476,0
1970,High income,0,0,0,0,300000,31725.5,360436,0,3700,785875,9120,0,9122.7,0,0,4670,35308.3,405325.7,0,0,313833.6,0,4088.9,162221.7,0,0,1314591.5,0,194.8,0,0,11346.6,0,0,0,0,12885,0.06668673,0.005285135,0.016566768,0.005317122,0.009131117,0.000222011,0.029582029,0.000106406
1980,High income,26600,0,0,0,1296500,51031.5,212541.4,0,51600,3078347,1950,360,2310,0,0,86000,26573.8,190725,0,29070,1077509.8,0,40282.9,220218.9,0,558230,3707471.3,280,4437.6,0,0,136500,2000,5499.1,0,0,475414.4,0.095494933,0.013034253,0.030646565,0.003695306,0.010380034,0.001270542,0.032383158,0.000972398
1990,High income,1300000,0,0,0,1591860,45028.9,98614.2,0,1456070,15652260.4,13735,140,13877,0,0,4950,48825.2,235892.1,0,743290,5831940,0,37009.2,1363228.6,251250,9673210,17079533.3,1833,10017.9,300,20000,114537.9,346,13744.2,0,126250,717640.8,0.175935139,0.007345299,0.062078651,0.003964567,0.02470275,0.000457057,0.073952997,0.0000221
2000,High income,0,0,0,0,919370.9,10644.2,35509.9,0,289000,5105735.2,2460,0,2460,0,0,310,12523.2,1455121.3,79500,2076750,8379591.2,0,14194.9,1302045.1,0,20109230,39198880.4,0,356,0,19500,51000,1428,98267.5,0,702250,2192485,0.158625258,0.003090046,0.013986234,0.004335797,0.025458776,0.000183629,0.105480005,0.00000114
2010,High income,2533.5,0,0,1890000,4648500,85344.1,553000,0,7540980,31885360,1390,0,1402,0,0,121500,5333.9,448117.1,144075.1,3071986.6,11808488.6,0.001631971,33175.9,9284692.5,20000,25960826.2,60038978.6,228,390.2,0,3090,95800,6632.7,59504.5,64300,3652300,5725940,0.229949915,0.0093732,0.06576452,0.000829986,0.023783107,0.000177384,0.118738507,0.000238893
1930,Honduras,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Honduras,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Honduras,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Honduras,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,50,0,0,800.2,0,0,1900,0,0,0,0,0,0,0,0,0,0,0.294261058,0,0,0,0.009829942,0,0.284431116,0
1970,Honduras,30000,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,1300,0,750,60750,0,0,54100,0,0,0,0,0,0,0,0,0,0,5.346993584,0.087173106,0,0,0.036678797,0,5.22314168,0
1980,Honduras,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,92.5,4612.5,0,0,0,0,0,2001.2,0,0,10100,0,0,0,0,0,0,0,0,0,0,0.236727802,0,0,0,0,0,0.236727802,0
1990,Honduras,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,2450,74894.8,0,0,25080,0,0,211202.2,0,15000,379510,0,0,0,0,0,0,0,0,0,0,6.48764675,0.021541136,0,0,0.504389788,0,5.961715826,0
2000,Honduras,46062.5,0,0,0,0,186.5,5201.9,0,0,10000,0,0,0,0,0,0,94.4,33695.1,0,0,12800,0,2527,20969,0,0,12707.9,0,0,0,0,0,0,0,0,0,0,0.357668133,0,0.06855186,0,0.158882923,0,0.13023335,0
2010,Honduras,105671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60327.6,0,0,140,0,799.8,2494.6,0,0,9000,0,0,0,0,0,0,0,0,0,0,0.057529161,0,0,0,0.000708628,0,0.056820533,0
1900,Hong Kong,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,Hong Kong,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,Hong Kong,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1930,Hong Kong,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,Hong Kong,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1950,Hong Kong,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,11.1,,,,0,0,,,,0,0,,,,,,,,,,,
1960,Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.2,2043.6,0,0,800,0,137.1,2176.7,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0.032130514,0,0,0,0.032130514,0,0,0
1970,Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443.3,2746.3,0,0,0,0,628.9,2432.7,0,0,1000,0,120,0,0,0,0,0,0,0,0,0.004439307,0,0,0,0,0,0.004439307,0
1980,Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.4,401.9,0,0,0,0,404.3,624.2,0,0,1265.3,280,291.5,0,0,0,900,900.3,0,0,0,0.004215828,0,0,0,0,0,0.004215828,0
1990,Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,564.5,0,0,9700,0,31.7,268.9,0,0,43162,0,6.5,0,0,79,0,0,0,0,0,0.047120166,0,0,0,0.008083353,0.0000656,0.038971174,0
2000,Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,38,0,0,0,0,0,0,0,0,0,0,0.0000173,0,0,0,0,0,0.0000173,0
2010,Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545.6,0,0,75550,0,0,0,0,0,0,0,0,0,0,0.022139583,0,0,0,0,0,0.022139583,0
1970,Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,Hungary,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Hungary,0,0,0,0,38400,0,0,0,0,0,0,0,0,0,0,0,225.4,13369.5,0,1100,30340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161048764,0.099146447,0,0,0.061902316,0,0,0
2000,Hungary,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0.9,4582.3,0,0,13800,0,0,30,0,500,1000,0,0,0,0,0,0,0,0,0,0,0.033852297,0.011723054,0,0,0.021264019,0,0.000865224,0
2010,Hungary,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,5934.7,0,0,44000,0,0,16529.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033354306,0,0,0,0.033354306,0,0,0
1970,Iceland,0,0,0,0,0,0,0.6,0,0,0,520,0,520,0,0,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213956503,0,0,0,0,0,0,0.213956503
1980,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,578.9,0,0,0,0,0,0.030345458,0,0,0,0,0.008126471,0,0.022218987
2000,Iceland,0,0,0,0,0,6.9,19.9,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026590852,0,0.026590852,0,0,0,0,0
2010,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,India,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1910,India,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1920,India,0,0,,,,0,0,,,,0,0,0,,,,200,200,,,,0,0,104001,,,,0,0,,,,0,0,,,,,,,,,,,
1930,India,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,0,,,,,,,,,,,
1940,India,0,0,,,,0,0,,,,0,0,0,,,,0,0,,,,0,200,3200,,,,0,0,,,,0,0,,,,,,,,,,,
1950,India,0,0,,,,0,21.9,,,,0,0,0,,,,7700,13000,,,,0,37500,239500,,,,0,0,,,,0,0,,,,,,,,,,,
1960,India,10066600,0,0,0,10000,0,5227.2,0,0,40,0,0,0,0,0,0,200,1133261,0,0,9610,0,0,548509.2,0,0,1253,0,0,0,0,0,0,0,0,0,0,0.037350688,0.016791242,0.0000798,0,0.01813874,0,0.00234092,0
1970,India,21000000,0,0,0,30000,0,20,0,0,0,0,0,0,0,0,0,736000,10557100,0,0,161145.9,0,743640,2814794.7,0,0,100809.1,0,511.2,0,0,0,0,0,0,0,0,0.305737555,0.027065796,0,0,0.186064585,0,0.092607174,0
1980,India,40000000,0,0,0,0,1000,2001473.6,0,0,7650,0,0,0,0,0,0,60200,15314602.3,0,0,403630,0,21400,1740909.3,0,0,165736.3,250000,250020,0,0,0,0,0,0,0,200,0.256701564,0,0.002611558,0.006193229,0.170536514,0,0.077265993,0
1990,India,117500,0,0,0,54240,13550,71930.2,0,0,37900,0,0,0,0,0,0,62800,27940383,0,5420,945198.2,0,76000,3234670.1,0,31700,802950,111628.5,132174.6,0,0,450,0,0,0,0,0,0.561774752,0.013805145,0.01317986,0,0.324314973,0.000124902,0.210349871,0
